,Name,target,ville
4749,Collège Honoré Daumier,83.0,Marseille
4750,Collège Achille Grondin,83.0,Saint-Joseph
4751,Collège Bétance,83.0,Muret
4752,Collège Jules Ferry,83.0,Douai
4753,Collège Louise Weiss,83.0,Strasbourg
4754,Collège Robespierre,83.0,Dunkerque
4755,Collège Corisande d'Andoins,83.0,Arthez-de-Béarn
4756,Collège Pasteur,83.0,Mâcon
4757,Collège Antoine Soubou,83.0,Saint-Paul
4758,Collège Jean Jaurès,83.0,Clichy
4759,Collège Michel de l'Hospital,83.0,Riom
4760,Collège Louis Pasteur,83.0,Marseille
4761,Collège Jean Maumus,83.0,Val de Briey
4762,Collège Gaston Ramon,83.0,Dampierre-sur-Salon
4763,Collège de Guinette,83.0,Étampes
4764,Collège Claude Monet,83.0,Ézy-sur-Eure
4765,Collège Albert Camus,83.0,La Rochelle
4766,Collège Cantelauze,83.0,Fonsorbes
4767,Collège Beauregard,83.0,
4768,Collège Louis Pergaud,83.0,Châtel-sur-Moselle
4769,Collège Pierre et Marie Curie,83.0,Potigny
4770,Collège Georges Brassens,82.9,Paris
4771,Collège d'Arsonval,82.9,Brive-la-Gaillarde
4772,Collège Les Violettes,82.9,Aucamville
4773,Collège Gaston Crochet,82.9,La Plaine-des-Palmistes
4774,Collège George Sand,82.9,La Châtre
4775,Collège Georges Elisabeth,82.9,Rivière-Salée
4776,Collège Adrien Cerneau,82.9,Sainte-Marie
4777,Collège André Capron,82.9,Cannes
4778,Collège Denis Diderot,82.9,Le Petit-Quevilly
4779,Collège Christine de Pisan,82.9,Aulnay-sous-Bois
4780,Collège Jules Ferry,82.9,Cazouls-lès-Béziers
4781,Collège Jean Rous,82.9,Pia
4782,Collège de Biguglia,82.9,Biguglia
4783,Collège des Deux Pins,82.9,Frontignan
4784,Collège Le Point du Jour,82.9,Auneuil
4785,Collège Yves Montand,82.9,Vinon-sur-Verdon
4786,Collège Jean Bernard,82.9,Salon-de-Provence
4787,Collège Pierre Gilles de Gennes,82.9,Frignicourt
4788,Collège Julie Daubié,82.9,Rombas
4789,Collège Saut du Lièvre II,82.9,Bischwiller
4790,Collège Monsigny,82.9,Fauquembergues
4791,Collège les Servizières,82.8,Meyzieu
4792,Collège Porto-Vecchio 2,82.8,Porto-Vecchio
4793,Collège René Schickele,82.8,Saint-Louis
4794,Collège le Calloud,82.8,La Tour-du-Pin
4795,Collège Les Explorateurs,82.8,Cergy
4796,Collège Olympe de Gouges,82.8,Vélines
4797,Collège François Brune,82.8,Pleine-Fougères
4798,Collège Pierre et Jean Lerouge,82.8,Chablis
4799,Collège Leodate Volmar,82.8,Saint-Laurent-du-Maroni
4800,Collège Victor Hugo,82.8,Rives-en-Seine
4801,Collège du Mont des Princes,82.8,Seyssel
4802,Collège Camille Claudel,82.8,Saint-Pierre-du-Perray
4803,Collège Gay-Lussac,82.8,Colombes
4804,Collège Victor Louis,82.7,Talence
4805,Collège Pierre Puget,82.7,Toulon
4806,Collège de Lorgues,82.7,Lorgues
4807,Collège Pablo Picasso,82.7,Châlette-sur-Loing
4808,Collège Paul Langevin,82.7,Sallaumines
4809,Collège Jean Jaurès,82.7,Vieux-Condé
4810,Collège Nicolas Robert,82.7,Vernouillet
4811,Collège Léonard de Vinci,82.7,Ecquevilly
4812,Collège Jacques Offenbach,82.7,Saint-Mandé
4813,Collège Henri Wallon,82.7,La Seyne-sur-Mer
4814,Collège Paul Verlaine,82.7,Paris
4815,Collège de Doujani,82.7,Mamoudzou
4816,Collège Hégésippe Hoarau,82.7,Saint-Louis
4817,Collège Saint-Augustin,82.7,Riaillé
4818,Collège Pierre de Ronsard,82.7,Limoges
4819,Collège Romain Rolland,82.7,Waziers
4820,Collège Pierre Norange,82.7,Saint-Nazaire
4821,Collège Marc Ferrandi,82.7,Septèmes-les-Vallons
4822,Collège Georges Brassens,82.6,Brie-Comte-Robert
4823,Collège Guillaume de Normandie,82.6,Caen
4824,Collège Louis Augustin Bosc,82.6,Saint-Prix
4825,Collège Jules Ferry,82.6,Chambéry
4826,Collège Jean Garçin,82.6,L'Isle-sur-la-Sorgue
4827,Collège Chantereine,82.6,Sarcelles
4828,Collège d'Artagnan,82.6,Nogaro
4829,Collège Pierre Grange,82.6,Albertville
4830,Collège Guillaume Apollinaire,82.6,Bouloire
4831,Collège Jean Moulin,82.6,Sannois
4832,Collège Condorcet,82.6,Maisons-Alfort
4833,Collège Saint-Blaise,82.6,Douarnenez
4834,Collège René Cassin,82.6,Villefontaine
4835,Collège Sadi Carnot,82.5,Pointe-à-Pitre
4836,Collège Paul Fort,82.5,Reims
4837,Collège Sophie Germain,82.5,Strasbourg
4838,Collège la Garenne,82.5,Voiron
4839,Collège Robert Schuman,82.5,Reims
4840,Collège Jean Vilar,82.5,Villetaneuse
4841,Collège Joachim du Bellay,82.5,Loudun
4842,Collège de  Périers,82.5,Périers
4843,Collège Jean Grémillon,82.5,Saint-Clair-sur-l'Elle
4844,Collège la Venaiserie,82.5,Saint-Barthélemy-d'Anjou
4845,Collège Diderot,82.5,Besançon
4846,Collège Jean Moulin,82.5,Berck
4847,Collège Pilâtre de Rozier,82.5,Ars-sur-Moselle
4848,Collège Emmanuel Maffre-Bauge,82.5,Paulhan
4849,Collège Jacques Prévert,82.5,Saint-Genis-Pouilly
4850,Collège Léonard de Vinci,82.5,Sainte-Geneviève
4851,Collège Jules Ferry,82.5,Quimperlé
4852,Collège Emile Guillaumin,82.5,Moulins
4853,Collège du Bugey,82.5,Belley
4854,Collège Michel Debré 23e Km,82.5,Le Tampon
4855,Collège Descartes-Montaigne,82.5,Liévin
4856,Collège Jacques Amyot,82.5,Melun
4857,Collège Elsa Triolet,82.5,Paris
4858,Collège Voltaire,82.5,Sarcelles
4859,Collège de Port-Louis,82.5,Port-Louis
4860,Collège Lucien Colon,82.5,Lapalisse
4861,Collège Maréchal Leclerc de Hauteclocque,82.5,Beaucamps-le-Vieux
4862,Collège de la Vallée,82.4,Avon
4863,Collège Le Moulin à Vent,82.4,Cergy
4864,Collège Louis Pergaud,82.4,Courville-sur-Eure
4865,Collège Bellefontaine,82.4,Toulouse
4866,Collège Michel de Montaigne,82.4,Dompaire
4867,Collège de Plateau Caillou,82.4,Saint-Paul
4868,Collège Georges Brassens,82.4,Lattes
4869,Collège Marie Bartette,82.4,Arcachon
4870,Collège Marcelin Berthelot,82.4,Toulouse
4871,Collège Maximilien Vrécord,82.4,Petit-Canal
4872,Collège de Montgaillard,82.4,Saint-Denis
4873,Collège Blaise Pascal,82.4,Plaisir
4874,Collège Anjou,82.4,Sablé-sur-Sarthe
4875,Collège Saint-Exupéry,82.4,Contres
4876,Collège Aliénor d'Aquitaine,82.4,Bordeaux
4877,Collège Martin Luther King,82.4,Mions
4878,Collège Paul Bert,82.4,Capestang
4879,Collège Georges Brassens,82.4,Décines-Charpieu
4880,Collège Jules Verne,82.4,Buxerolles
4881,Collège Capeyron,82.4,Mérignac
4882,Collège Maria Casarès,82.4,Rillieux-la-Pape
4883,Collège Yves Coppens,82.4,Malestroit
4884,Collège Charles Brochen,82.4,Pontrieux
4885,Collège Pierre Vernotte,82.4,Moirans-en-Montagne
4886,Collège Jean Vilar,82.4,Angers
4887,Collège Docteur Pierre Delarbre,82.4,Vernoux-en-Vivarais
4888,Collège des Douits,82.3,Falaise
4889,Collège Pablo Neruda,82.3,Stains
4890,Collège André Canivez,82.3,Douai
4891,Collège Marcel Aymé,82.3,Saint-Florentin
4892,Collège La Fosse aux Dames,82.3,Les Clayes-sous-Bois
4893,Collège le vieux chêne,82.3,Chessy
4894,Collège Yves Montand,82.3,Allauch
4895,Collège Montabuzard,82.3,Ingré
4896,Collège Jacques Durand,82.3,Puylaurens
4897,Collège Marcel Cachin,82.3,Le Blanc-Mesnil
4898,Collège Paul Langevin,82.3,Ville-la-Grand
4899,Collège Paul Eluard,82.3,Châlette-sur-Loing
4900,Collège Georges Politzer,82.3,Bagnolet
4901,Collège Aigremont,82.3,Roulans
4902,Collège Aimé Césaire,82.3,Grenoble
4903,Collège la Sablière,82.3,Quimper
4904,Collège Albert Thomas,82.3,Roanne
4905,Collège Jolimont,82.3,Toulouse
4906,Collège Maurice Utrillo,82.2,Limas
4907,Collège Léon Blum,82.2,Villepreux
4908,Collège Olympe Rame Decorbin,82.2,Sainte-Anne
4909,Collège Marcel Pagnol,82.2,Noyen-sur-Sarthe
4910,Collège Sully,82.2,Rosny-sur-Seine
4911,Collège Jean Jaurès,82.2,Cenon
4912,Collège Michelet,82.2,Saint-Ouen
4913,Collège Mathurin Régnier,82.2,Chartres
4914,Collège Langevin Wallon,82.1,Blainville-sur-l'Eau
4915,Collège Adolphe Delegorgue,82.1,Courcelles-lès-Lens
4916,Collège Saint-Exupéry,82.1,Villiers-le-Bel
4917,Collège Evariste Galois,82.1,Algrange
4918,Lycée professionnel Théodore Monod,82.1,Noisy-le-Sec
4919,Collège le Savouret,82.1,Saint-Marcellin
4920,Collège Paul Eluard,82.1,Saint-Étienne-du-Rouvray
4921,Collège Romain Rolland,82.1,Sartrouville
4922,Collège Théodore Monod,82.0,Aniche
4923,Collège Marcel Pagnol,82.0,Wasselonne
4924,Collège Stéphane Piobetta,82.0,Aubigny-Les Clouzeaux
4925,Collège Marcel Aymé,82.0,Chaussin
4926,Collège Pierre Bourdieu,82.0,Mourenx
4927,Collège Jean Baptiste Camille Corot,82.0,Aixe-sur-Vienne
4928,Collège Jacques-Yves Cousteau,82.0,La Garde
4929,Collège Salinis,82.0,Auch
4930,Collège Honoré de Balzac,82.0,Saumur
4931,Collège Albert Camus,82.0,Meaux
4932,Collège Jean Mermoz,82.0,Marly
4933,Lycée professionnel Brossaud-Blancho,82.0,Saint-Nazaire
4934,Collège des Combelles,82.0,Fougerolles
4935,Collège Louis Aragon,82.0,Châtenoy-le-Royal
4936,Collège Gabriel Rosset,82.0,Lyon
4937,Collège Grande Bastide,82.0,Marseille
4938,Collège Léon Blum,82.0,Colomiers
4939,Collège Libertaire Rutigliano,81.9,Nantes
4940,Collège Beaulieu,81.9,Châteauroux
4941,Collège Florimond Robertet,81.9,Brou
4942,Collège Jacqueline Julius (Godissard),81.9,Fort-de-France
4943,Collège Pierre de Belleyme,81.9,Pauillac
4944,Collège Romain Rolland,81.9,Bagneux
4945,Collège Jean Moulin,81.9,Nogent-le-Roi
4946,Collège Voltaire,81.9,Colomiers
4947,Collège privé Lucien de Hirsch,81.9,Paris
4948,Collège les Petits Sentiers,81.9,Lucé
4949,Collège Maryse Bastié,81.9,Décines-Charpieu
4950,Collège Watteau,81.9,Valenciennes
4951,Collège Pierre Mendès France,81.9,Arques
4952,Collège Les Chalets,81.9,Toulouse
4953,Collège Albert Camus,81.9,La Tour-d'Aigues
4954,Collège de la Cité Scolaire,81.9,Marmande
4955,Collège les Champs,81.9,Saint-Étienne
4956,Collège Guillaume Cale,81.8,Nanteuil-le-Haudouin
4957,Collège Joliot-Curie,81.8,Tergnier
4958,Collège Pierre Brossolette,81.8,Villeneuve-Saint-Georges
4959,Collège Paul Eluard,81.8,Évry
4960,Collège Robert Morel,81.8,Arles
4961,Collège Paul Riquet,81.8,Béziers
4962,Collège Les Plaisances,81.8,Mantes-la-Ville
4963,Collège Guillaume de Lorris,81.8,Lorris
4964,Collège Jean-Louis Etienne,81.8,Mazamet
4965,Collège François Viete,81.8,Fontenay-le-Comte
4966,Collège Oradou,81.8,Clermont-Ferrand
4967,Collège du Bois fleuri,81.8,Schweighouse-sur-Moder
4968,Collège Bel Air,81.8,Franconville
4969,Collège Raymond Gueux,81.8,Gy
4970,Collège Léonce Bourliaguet,81.8,Thiviers
4971,Collège Emile Chevallier,81.8,Souppes-sur-Loing
4972,Collège Jeanne d'Arc,81.8,Décines-Charpieu
4973,Lycée professionnel Joseph Wresinski - ITEC,81.8,Angers
4974,Collège Vallée de la Beaume,81.8,Joyeuse
4975,Collège Jules Ferry,81.8,Narbonne
4976,Collège de M'Tsangamouji,81.7,Mamoudzou
4977,Collège Galilée,81.7,Limay
4978,Collège Paul Langevin,81.7,Olonne-sur-Mer
4979,Collège Chantaco,81.7,Saint-Jean-de-Luz
4980,Collège Fréderic Mistral,81.7,Feyzin
4981,Collège Henri Dunant,81.7,Merville
4982,Collège Charles Gounod,81.7,Canteleu
4983,Collège de la Côte Vermeille,81.7,Port-Vendres
4984,Collège René Descartes,81.7,Châtellerault
4985,Collège Jules Vallès,81.7,Choisy-le-Roi
4986,Collège Gaston Doumergue,81.7,Sommières
4987,Collège Victor Schoelcher (Kourou II),81.7,Kourou
4988,Collège Rosa Bonheur,81.7,Bray-et-Lû
4989,Collège Madame de Sévigné,81.7,Gagny
4990,Collège Jean Jaurès,81.7,Albi
4991,Collège Jean Cavaillès,81.7,Figanières
4992,Collège Adam de la Halle,81.7,Achicourt
4993,Collège Jean Jaurès,81.7,Damparis
4994,Collège Ferdinand Buisson,81.7,Thiaucourt-Regniéville
4995,Collège César Savart,81.7,Saint-Michel
4996,Collège Léon Blum,81.7,Villeneuve-d'Ascq
4997,Collège Gambetta,81.6,Saint-Étienne
4998,Collège Henri IV,81.6,Meulan-en-Yvelines
4999,Collège Henri Wallon,81.6,Marseille
5000,Collège Beaulieu,81.6,Joué-lès-Tours
5001,Collège Pablo Néruda,81.6,Vitry-en-Artois
5002,Collège Jacques Monod,81.6,Laval
5003,Collège Berthelot,81.6,Le Mans
5004,Collège Saint-Just,81.6,Soissons
5005,Collège Camille Claudel,81.6,Villepinte
5006,Collège Saint-François de Sales,81.6,Évreux
5007,Collège René Cassin,81.6,Athis-Val de Rouvre
5008,Collège Lucien Vadez,81.6,Calais
5009,Collège George Sand,81.6,Toulon
5010,Collège Jean Moulin,81.6,Le Pecq
5011,Collège Danielle Casanova,81.6,Vitry-sur-Seine
5012,Collège Yvonne le Tac,81.6,Paris
5013,Collège Olympe de Gouges,81.5,Noisy-le-Sec
5014,Collège Jean Jaurès,81.5,Brou-sur-Chantereine
5015,Collège André Chénier,81.5,Mantes-la-Jolie
5016,Collège Le Saussay,81.5,Ballancourt-sur-Essonne
5017,Collège Descartes,81.5,Mons-en-Barœul
5018,Collège Ernest Bildstein,81.5,Gien
5019,Collège Louis Pasteur,81.5,Saint-Mars-la-Jaille
5020,Collège Antoine de Saint-Exupéry,81.5,Chaumont-en-Vexin
5021,Collège Edmond Nocard,81.5,Saint-Maurice
5022,Collège Aimé Césaire,81.5,Vaulx-en-Velin
5023,Collège René Cassin,81.5,Baume-les-Dames
5024,Collège Albert Schweitzer,81.5,La Bassée
5025,Collège Madame de La Fayette,81.5,Coulommiers
5026,Collège Paul Painlevé,81.5,Sevran
5027,Collège Claude Bernard,81.5,Paris
5028,Collège des Avaloirs,81.5,Pré-en-Pail-Saint-Samson
5029,Collège Jules Vallès,81.5,Saint-Étienne
5030,Collège Robert Doisneau,81.5,Gonesse
5031,Collège Les Hauts de Saffimbec,81.4,Pavilly
5032,Collège Jules Ferry,81.4,Mérignac
5033,Collège Charles Péguy,81.4,Arras
5034,Collège le Champivert,81.4,Crouy-sur-Ourcq
5035,Collège René Nicklès,81.4,Dommartemont
5036,Collège Nathalie Sarraute,81.4,Aubagne
5037,Collège Leclerc,81.4,Saint-Gaudens
5038,Collège Anne Frank,81.4,La Verpillière
5039,Collège Jean Brunet,81.4,Avignon
5040,Collège Camille Claudel,81.4,Paris
5041,Collège Emilie du Châtelet,81.4,Deuil-la-Barre
5042,Collège Jean Macé,81.4,Calais
5043,Collège Jules Ferry,81.4,Val de Briey
5044,Collège Pierre Sellier,81.4,La Capelle
5045,Collège Le Puy d'Alon,81.4,Souillac
5046,Collège Arthur Chaussy,81.3,Brie-Comte-Robert
5047,Collège Ennemond Richard,81.3,Saint-Chamond
5048,Collège Pierre Curie,81.3,Goussainville
5049,Collège Pierre et Marie Curie,81.3,Dreux
5050,Collège Gustave Courbet,81.3,Gonfreville-l'Orcher
5051,Collège de Passamaïnty,81.3,Mamoudzou
5052,Collège Claude Debussy,81.3,Margny-lès-Compiègne
5053,Collège Dulcie September,81.3,Arcueil
5054,Collège Jules Michelet,81.3,Tours
5055,Collège Manon Cormier,81.3,Bassens
5056,Collège Le Petit Prince,81.3,Gignac-la-Nerthe
5057,Collège la Feuillade,81.3,Vic-sur-Aisne
5058,Collège Pablo Picasso,81.3,Harfleur
5059,Collège Marais de Villiers,81.3,Montreuil
5060,Collège Jean Mermoz,81.3,Angers
5061,Collège Montpezat,81.3,Sens
5062,Collège Maurice Genevoix,81.3,Meslay-du-Maine
5063,Collège Fréderic Joliot Curie,81.3,Lallaing
5064,Collège Jean Moulin,81.3,Iwuy
5065,Collège Pierre et Marie Curie,81.2,Pont-Audemer
5066,Collège Didier Daurat,81.2,Le Bourget
5067,Collège Paul Ramadier,81.2,Decazeville
5068,Collège Claude Chappe,81.2,Paris
5069,Collège Henri Pitot,81.2,Aramon
5070,Collège Boris Vian,81.2,Lille
5071,Collège Auguste et Jean Renoir,81.2,La Roche-sur-Yon
5072,Collège Henri Matisse,81.2,Garges-lès-Gonesse
5073,Collège Ingénieur Cachin,81.2,Cherbourg-en-Cotentin
5074,Collège Auxence Contout,81.2,Cayenne
5075,Collège Jean Jaurès,81.1,Montauban
5076,Collège Félix Gaillard,81.1,Cognac
5077,Collège Philippe Cousteau,81.1,Ombrée d'Anjou
5078,Collège Jean de La Fontaine,81.1,Charleville-Mézières
5079,Collège Jean-Jacques Rousseau,81.1,Thiant
5080,Collège Pablo Neruda,81.1,Bègles
5081,Collège Evariste Galois,81.1,Sarcelles
5082,Collège Georges Charpak,81.1,Gex
5083,Collège Frédéric Mistral,81.1,Nice
5084,Collège Proudhon,81.1,Besançon
5085,Collège Camille Claudel,81.1,Villeneuve-d'Ascq
5086,Collège Georges Cuvier,81.1,Fécamp
5087,Collège Victor Hugo,81.1,Créteil
5088,Collège Croix de Metz,81.0,Toul
5089,Collège du Val d'Aure,81.0,Isigny-sur-Mer
5090,Collège Pierre Mendès France,81.0,Val-de-Reuil
5091,Collège la Boétie,81.0,Moissy-Cramayel
5092,Collège de Kani-Kéli,81.0,Dembeni
5093,Collège Croix-Maître Renault,81.0,Beaumont-le-Roger
5094,Collège Pierre Mendès-France,81.0,Paris
5095,Collège Chemin Morin,81.0,Saint-André
5096,Collège Albert Camus,81.0,Soufflenheim
5097,Collège René Descartes,81.0,Tremblay-en-France
5098,Collège Mont Duplan,81.0,Nîmes
5099,Collège Jacques Prévert,81.0,Caudry
5100,Collège Vallon de Toulouse,81.0,Marseille
5101,Collège Claude Delvincourt,81.0,Dieppe
5102,Collège Didier Daurat,81.0,Mirambeau
5103,Collège de la Galaberte,81.0,Saint-Hippolyte-du-Fort
5104,Collège les Matagots,80.9,La Ciotat
5105,Collège Gaston Roupnel,80.9,Dijon
5106,Collège Maurice Genevoix,80.9,Romorantin-Lanthenay
5107,Collège Françoise Dolto,80.9,Reichshoffen
5108,Collège Aumeunier Michot,80.9,La Charité-sur-Loire
5109,Collège René Cassin,80.9,Cancale
5110,Collège Henri de Navarre,80.9,Nérac
5111,Collège René Cassin,80.9,Éloyes
5112,Collège Guillaume Vento,80.9,Menton
5113,Collège Croix d'Argent,80.9,Montpellier
5114,Collège Alain Fournier,80.9,Alban
5115,Collège Laure Gatet,80.9,Périgueux
5116,Collège Versailles,80.9,Marseille
5117,Collège Guy de Maupassant,80.9,Fleury-sur-Andelle
5118,Collège Marie Curie,80.9,Paris
5119,Collège Toulouse Lautrec,80.8,Langon
5120,Collège Vasco de Gama,80.8,Saint-Pierre-lès-Nemours
5121,Collège Front de Mer,80.8,Pointe-à-Pitre
5122,Collège Germillac,80.8,Tonneins
5123,Collège Denis Diderot,80.8,Deuil-la-Barre
5124,Collège Les Célestins,80.8,Vichy
5125,Collège Jean Jaurès,80.8,Maubourguet
5126,Collège Gaston Jollet,80.8,Salbris
5127,Collège Georges Brassens,80.7,Sevran
5128,Collège Jacques Prévert,80.7,Houdain
5129,Collège Echange,80.7,Rennes
5130,Collège Angellier,80.7,Boulogne-sur-Mer
5131,Collège René Guy Cadou,80.7,Montoir-de-Bretagne
5132,Collège Fréderic Mistral,80.7,Pérols
5133,Collège Restif de la Bretonne,80.7,Pont-sur-Yonne
5134,Collège Saint-Cyr,80.7,Matour
5135,Collège la Milliaire,80.7,Thionville
5136,Collège Jean de Saint-Aubert,80.7,Libercourt
5137,Collège le Bois de l'Enclume,80.6,Trilport
5138,Collège Henri Durez,80.6,Estaires
5139,Collège la Nadière,80.6,Port-la-Nouvelle
5140,Collège Ferdinand de Lesseps,80.6,Vatan
5141,Collège Joseph Lagrosillière (Sainte-Marie I),80.6,Sainte-Marie
5142,Collège Nelson Mandela,80.6,Hérouville-Saint-Clair
5143,Collège la Plaine des Glacis,80.6,La Ferté-sous-Jouarre
5144,Collège Marcel Pagnol,80.6,Sérignan
5145,Collège Jean Rostand,80.6,Saint-Chamond
5146,Collège Robert Schuman,80.6,Behren-lès-Forbach
5147,Collège Robert Lasneau,80.5,Vendôme
5148,Collège Victor Hugo,80.5,Chartres
5149,Collège Robespierre,80.5,Épinay-sur-Seine
5150,Collège Le Laoul,80.5,Bourg-Saint-Andéol
5151,Collège Voltaire,80.5,Besançon
5152,Collège Jean-Jacques Rousseau,80.5,Darnétal
5153,Collège Val de Seille,80.5,Nomeny
5154,Collège Clos Saint-Vincent,80.4,Noisy-le-Grand
5155,Collège Georges Rouault,80.4,Paris
5156,Collège George Sand,80.4,Béthune
5157,Collège Jules Ferry,80.4,Vichy
5158,Collège Paul Eluard,80.4,Dives-sur-Mer
5159,Collège L'Arboretum,80.4,Morhange
5160,Collège François Mitterrand,80.4,Fenouillet
5161,Collège Anatole France,80.4,Montataire
5162,Collège Anne Heurgon Desjardins,80.4,Cerisy-la-Salle
5163,Collège Jean Monnet,80.4,Strasbourg
5164,Collège Abel Minard,80.4,Tonnerre
5165,Collège Moucherotte,80.4,Le Pont-de-Claix
5166,Collège Albert Camus,80.4,Briare
5167,Collège Jongkind,80.4,La Côte-Saint-André
5168,Collège privé Saint-Louis,80.4,Montargis
5169,Collège Saint-Hilaire,80.3,Grasse
5170,Collège de la Côte Roannaise,80.3,Renaison
5171,Collège des Deux Baies,80.3,Carantec
5172,Collège Marcel Rivière,80.3,Lagny-sur-Marne
5173,Collège Honoré Daumier,80.3,Martigues
5174,Collège Blaise Pascal,80.3,Longuenesse
5175,Collège Gaëtan Denain,80.3,Compiègne
5176,Collège Clémence Isaure,80.3,Toulouse
5177,Collège Tancrède de Hauteville,80.3,Saint-Sauveur-Lendelin
5178,Collège Albert Camus,80.3,La Ferté-Alais
5179,Collège Gabriel Seailles,80.3,Vic-Fezensac
5180,Collège Hippolyte Rémy,80.3,Coulommiers
5181,Collège Rosa Parks,80.3,Châteauroux
5182,Collège Beauséjour (F Fanon),80.3,La Trinité
5183,Collège Jean Dasté,80.3,Saint-Étienne
5184,Collège Verlaine,80.3,Lille
5185,Collège Robert de Sorbon,80.2,Rethel
5186,Collège Les Loges,80.2,Nevers
5187,Collège Bernard Palissy,80.2,Paris
5188,Collège Pierre Joannon,80.2,Saint-Chamond
5189,Collège de Marly,80.2,Ribécourt-Dreslincourt
5190,Collège Albert Thomas,80.2,Égletons
5191,Collège Fernand Léger,80.2,Le Petit-Quevilly
5192,Collège Pablo Picasso,80.2,Saint-Étienne-du-Rouvray
5193,Collège Robert Schuman,80.2,Mâcon
5194,Collège Aliénor d'Aquitaine,80.2,Salles
5195,Collège David Marcelle,80.2,Billy-Montigny
5196,Collège Pierre-André Houël,80.2,Romainville
5197,Collège Léo ferré,80.2,Gourdon
5198,Collège du Marais,80.2,Cauffry
5199,Collège Leclerc,80.2,Schiltigheim
5200,Collège Albert Camus,80.2,Gaillac
5201,Collège Jean Jaurès,80.1,Nogent-sur-Seine
5202,Collège Jean Mermoz,80.1,Blagnac
5203,Collège S. Allende Champ Fleuri,80.1,Bourgoin-Jallieu
5204,Collège Aristide Briand,80.0,Domont
5205,Collège les Quatre Vents,80.0,L'Arbresle
5206,Collège Eugénie Tell-Eboué (Saint-Laurent I),80.0,Saint-Laurent-du-Maroni
5207,Collège Marcel Pagnol,80.0,Bonnières-sur-Seine
5208,Collège Vallées du Paillon - Roger Carlès,80.0,Contes
5209,Collège Jules Vallès,80.0,Vitry-sur-Seine
5210,Collège Henri Matisse,80.0,Paris
5211,Collège Jacques Prévert,80.0,
5212,Collège Léonard de Vinci,80.0,Guigneville-sur-Essonne
5213,Collège Camille Corot,80.0,Chelles
5214,Collège René Cassin,80.0,Agde
5215,Collège le Segrais,80.0,Lognes
5216,Collège Montaigne,80.0,Lormont
5217,Collège l'Assomption,80.0,Val de Briey
5218,Collège Anita Conti,80.0,Lorient
5219,Collège Isle de Saône,80.0,Pontailler-sur-Saône
5220,Collège Saint-Gabriel,80.0,Tourcoing
5221,Collège Les sources d'Aure,80.0,Caumont-sur-Aure
5222,Lycée professionnel Vincent de Paul,80.0,Avignon
5223,Collège Lionel Terray,80.0,Aumetz
5224,Collège la Durantière,80.0,Nantes
5225,Collège Léo Larguier,80.0,La Grand-Combe
5226,Collège trois Fontaines,80.0,Reims
5227,Collège Pierre de Coubertin,80.0,Legé
5228,Collège Paul Cézanne,80.0,Mantes-la-Jolie
5229,Collège Voltaire,80.0,Airvault
5230,Collège Joliot Curie,80.0,Mers-les-Bains
5231,Collège Jean Vilar,79.9,Vert-Saint-Denis
5232,Collège Stendhal,79.9,Grenoble
5233,Collège Samivel,79.9,Bonneville
5234,Collège Alain,79.8,Saint-Fons
5235,Collège Saint-Bruno - La Salle,79.8,Marseille
5236,Collège Florian,79.8,Anduze
5237,Collège de Porticcio,79.8,Grosseto-Prugna
5238,Collège Jean Moulin,79.8,Marseille
5239,Collège Vauban,79.8,Longwy
5240,Collège Jean Aviotte,79.8,Guîtres
5241,Collège du Tonkin,79.8,Villeurbanne
5242,Collège Joseph Bara,79.8,Palaiseau
5243,Collège Jean Perrin,79.8,Le Kremlin-Bicêtre
5244,Collège Rosa Parks,79.8,Cavaillon
5245,Collège Denis Diderot,79.7,Issoudun
5246,Collège André Doucet,79.7,Nanterre
5247,Collège Marthe Lefèvre,79.7,Saint-Quentin
5248,Collège Stanislas Limousin,79.7,Ardentes
5249,Collège Jean Moulin,79.7,Coulounieix-Chamiers
5250,Collège Marcel Pagnol,79.7,Mazamet
5251,Collège André Masson,79.7,Saint-Loup-sur-Semouse
5252,Collège la Rocal,79.7,Bon-Encontre
5253,Collège Le Corbusier,79.7,Poissy
5254,Collège Joseph Lakanal,79.7,Aubagne
5255,Collège André Leroi-Gourhan,79.7,Vermenton
5256,Collège Le Village,79.6,Trappes
5257,Collège de la Mine,79.6,Le Molay-Littry
5258,Collège Jacques Brel,79.6,Louvroil
5259,Collège Jean Zay,79.6,Faches-Thumesnil
5260,Collège Jean Mermoz,79.6,Gien
5261,Collège les Jasmins - Sainte Marguerite,79.6,Grasse
5262,Collège Les Dentelliers,79.6,Calais
5263,Collège Robert Doisneau,79.6,Montrouge
5264,Collège Claude Tillier,79.6,Cosne-Cours-sur-Loire
5265,Collège Alain-Fournier,79.6,Orléans
5266,Collège Joseph Fontanet,79.5,Frontenex
5267,Collège Louise Michel,79.5,Paris
5268,Collège Pierre-Hyacinthe Cazeaux,79.5,Hauts de Bienne
5269,Collège Charles de Gaulle,79.5,Jeumont
5270,Collège Paul Bert,79.5,Évreux
5271,Collège Sonia Delaunay,79.5,Grigny
5272,Collège Gustave Courbet,79.5,Pierrefitte-sur-Seine
5273,Collège Sylvain Menu,79.5,Marseille
5274,Collège Arche-du-Lude,79.5,Joué-lès-Tours
5275,Collège Albert Samain,79.5,Roubaix
5276,Collège Carco,79.4,Villefranche-de-Rouergue
5277,Collège Garibaldi,79.4,Aix-les-Bains
